date,area,town,daily_cases,avg_cases,std_daily_cases,std_avg_cases
2021/11/27,North,Afula,0,1,0,1.692734782
2021/11/28,North,Afula,2,1.142857143,3.385469565,1.934554037
2021/11/29,North,Afula,1,1,1.692734782,1.692734782
2021/11/30,North,Afula,0,1,0,1.692734782
2021/12/1,North,Afula,1,1,1.692734782,1.692734782
2021/12/2,North,Afula,0,0.857142857,0,1.450915527
2021/12/3,North,Afula,2,0.857142857,3.385469565,1.450915527
2021/12/4,North,Afula,1,1,1.692734782,1.692734782
2021/12/5,North,Afula,1,0.857142857,1.692734782,1.450915527
2021/12/6,North,Afula,0,0.714285714,0,1.209096273
2021/12/7,North,Afula,0,0.714285714,0,1.209096273
2021/12/8,North,Afula,9,1.857142857,15.23461304,3.14365031
2021/12/9,North,Afula,2,2.142857143,3.385469565,3.627288819
2021/12/10,North,Afula,2,2.142857143,3.385469565,3.627288819
2021/12/11,North,Afula,1,2.142857143,1.692734782,3.627288819
2021/12/12,North,Afula,0,2,0,3.385469565
2021/12/13,North,Afula,3,2.428571429,5.078204347,4.110927329
2021/12/14,North,Afula,0,2.428571429,0,4.110927329
2021/12/15,North,Afula,2,1.428571429,3.385469565,2.418192547
2021/12/16,North,Afula,1,1.285714286,1.692734782,2.176373292
2021/12/17,North,Afula,0,1,0,1.692734782
2021/12/18,North,Afula,4,1.428571429,6.770939129,2.418192547
2021/12/19,North,Afula,4,2,6.770939129,3.385469565
2021/12/20,North,Afula,1,1.714285714,1.692734782,2.901831055
2021/12/21,North,Afula,8,2.857142857,13.54187826,4.836385092
2021/12/22,North,Afula,7,3.571428571,11.84914348,6.045481365
2021/12/23,North,Afula,3,3.857142857,5.078204347,6.529119874
2021/12/24,North,Afula,3,4.285714286,5.078204347,7.254577639
2021/12/25,North,Afula,9,5,15.23461304,8.463673912
2021/12/26,North,Afula,4,5,6.770939129,8.463673912
2021/12/27,North,Afula,13,6.714285714,22.00555217,11.36550497
2021/12/28,North,Afula,12,7.285714286,20.31281739,12.33278199
2021/12/29,North,Afula,7,7.285714286,11.84914348,12.33278199
2021/12/30,North,Afula,15,9,25.39102173,15.23461304
2021/12/31,North,Afula,11,10.14285714,18.62008261,17.16916707
2022/1/1,North,Afula,6,9.714285714,9.759958724,15.80183793
2022/1/2,North,Afula,11,10.71428571,17.89325766,17.42849771
2022/1/3,North,Afula,26,12.57142857,42.29315447,20.44943732
2022/1/4,North,Afula,38,16.28571429,61.81307192,26.49131654
2022/1/5,North,Afula,65,24.57142857,105.7328862,39.96935477
2022/1/6,North,Afula,85,34.57142857,138.2660819,56.23595264
2022/1/7,North,Afula,88,45.57142857,143.1460613,74.1292103
2022/1/8,North,Afula,73,55.14285714,118.7461645,89.69866826
2022/1/9,North,Afula,180,79.28571429,292.7987617,128.9708831
2022/1/10,North,Afula,190,102.7142857,309.0653596,167.0811981
2022/1/11,North,Afula,278,137,452.2114209,222.8523909
2022/1/12,North,Afula,244,162.5714286,396.9049881,264.4484055
2022/1/13,North,Afula,216,181.2857143,351.358514,294.8901815
2022/1/14,North,Afula,282,209,458.71806,339.9718955
2022/1/15,North,Afula,302,241.7142857,491.2512558,393.1869086
2022/1/16,North,Afula,480,284.5714286,780.7966979,462.9008995
2022/1/17,North,Afula,442,320.5714286,718.983626,521.4606518
2022/1/18,North,Afula,400,338,650.6639149,549.8110081
2022/1/19,North,Afula,476,371.1428571,774.2900587,603.723161
2022/1/20,North,Afula,502,412,816.5832132,670.1838323
2022/1/21,North,Afula,384,426.5714286,624.6373583,693.8865893
2022/1/22,North,Afula,362,435.1428571,588.850843,707.8293874
2022/1/23,North,Afula,555,445.8571429,902.7961819,725.2578852
2022/1/24,North,Afula,575,464.8571429,935.3293777,756.1644212
2022/1/25,North,Afula,524,482.5714286,852.3697285,784.9795374
2022/1/26,North,Afula,465,481,756.3968011,782.4233577
2022/1/27,North,Afula,482,478.1428571,784.0500175,777.7757582
2022/1/28,North,Afula,397,480,645.7839355,780.7966979
2022/1/29,North,Afula,369,481,600.2374615,782.4233577
2022/1/30,North,Afula,530,477.4285714,862.1296872,776.6138584
2022/1/31,North,Afula,536,471.8571429,871.889646,767.5510397
2022/2/1,North,Afula,506,469.2857143,823.0898524,763.3682002
2022/2/2,North,Afula,480,471.4285714,780.7966979,766.8538997
2022/2/3,North,Afula,356,453.4285714,579.0908843,737.5740235
2022/2/4,North,Afula,315,441.7142857,512.397833,718.518866
2022/2/5,North,Afula,293,430.8571429,476.6113177,700.8579884
2022/2/6,North,Afula,387,410.4285714,629.5173377,667.6276526
2022/2/7,North,Afula,361,385.4285714,587.2241832,626.961158
2022/2/8,North,Afula,350,363.1428571,569.3309255,590.7098827
2022/2/9,North,Afula,304,338,494.5045753,549.8110081
2022/2/10,North,Afula,245,322.1428571,398.5316479,524.0168314
2022/2/11,North,Afula,178,302.5714286,289.5454421,492.1807757
2022/2/12,North,Afula,142,281,230.9856898,457.0914002
2022/2/13,North,Afula,272,264.5714286,442.4514621,430.3677038
2022/2/14,North,Afula,194,240.7142857,315.5719987,391.5602488
2022/2/15,North,Afula,141,210.8571429,229.35903,342.9928352
2022/2/16,North,Afula,182,193.4285714,296.0520813,314.6424788
2022/2/17,North,Afula,115,174.8571429,187.0658755,284.4330829
2022/2/18,North,Afula,89,162.1428571,144.7727211,263.7512654
2022/2/19,North,Afula,109,157.4285714,177.3059168,256.0827265
2022/2/20,North,Afula,121,135.8571429,196.8258343,220.9933512
2022/2/21,North,Afula,88,120.7142857,143.1460613,196.3610743
2022/2/22,North,Afula,111,116.4285714,180.5592364,189.3896752
2022/2/23,North,Afula,99,104.5714286,161.0393189,170.1021378
2022/2/24,North,Afula,72,98.42857143,117.1195047,160.1097991
2022/2/25,North,Afula,50,92.85714286,81.33298936,151.0469802
2022/2/26,North,Afula,62,86.14285714,100.8529068,140.1251217
2022/2/27,North,Afula,82,80.57142857,133.3861026,131.0623029
2022/2/28,North,Afula,44,74.28571429,71.57303064,120.8375842
2022/3/1,North,Afula,69,68.28571429,112.2395253,111.0776255
2022/3/2,North,Afula,62,63,100.8529068,102.4795666
2022/3/3,North,Afula,46,59.28571429,74.82635021,96.43768739
2022/3/4,North,Afula,39,57.71428571,63.4397317,93.88150771
2022/3/5,North,Afula,32,53.42857143,52.05311319,86.91010864
2022/3/6,North,Afula,61,50.42857143,99.22624702,82.03012927
2022/3/7,North,Afula,52,51.57142857,84.58630894,83.88916903
2022/3/8,North,Afula,43,47.85714286,69.94637085,77.84728982
2022/3/9,North,Afula,43,45.14285714,69.94637085,73.43207039
2022/3/10,North,Afula,36,43.71428571,58.55975234,71.10827069
2022/3/11,North,Afula,35,43.14285714,56.93309255,70.17875082
2022/3/12,North,Afula,25,42.14285714,40.66649468,68.55209103
2022/3/13,North,Afula,33,38.14285714,53.67977298,62.04545188
2022/3/14,North,Afula,46,37.28571429,74.82635021,60.65117207
2022/3/15,North,Afula,33,35.85714286,53.67977298,58.32737238
2022/3/16,North,Afula,33,34.42857143,53.67977298,56.00357268
2022/3/17,North,Afula,52,36.71428571,84.58630894,59.72165218
2022/3/18,North,Afula,40,37.42857143,65.06639149,60.88355204
2022/3/19,North,Afula,38,39.28571429,61.81307192,63.90449165
2022/3/20,North,Afula,71,44.71428571,115.4928449,72.73493048
2022/3/21,North,Afula,76,49,123.6261438,79.70632958
2022/3/22,North,Afula,77,55.28571429,125.2528036,89.93104825
2022/3/23,North,Afula,65,59.85714286,105.7328862,97.36720727
2022/3/24,North,Afula,72,62.71428571,117.1195047,102.0148067
2022/3/25,North,Afula,48,63.85714286,78.07966979,103.8738464
2022/3/26,North,Afula,60,67,97.59958724,108.9862057
2022/3/27,North,Afula,83,68.71428571,135.0127623,111.7747654
2022/3/28,North,Afula,85,70,138.2660819,113.8661851
2022/3/29,North,Afula,71,69.14285714,115.4928449,112.4719053
2022/3/30,North,Afula,58,68.14285714,94.34626766,110.8452455
2022/3/31,North,Afula,41,63.71428571,66.69305128,103.6414664
2022/4/1,North,Afula,35,61.85714286,56.93309255,100.6205268
2022/4/2,North,Afula,69,63.14285714,112.2395253,102.7119466
2022/4/3,North,Afula,70,61.28571429,113.8661851,99.69100697
2022/4/4,North,Afula,73,59.57142857,118.7461645,96.90244732
2022/4/5,North,Afula,50,56.57142857,81.33298936,92.02246796
2022/4/6,North,Afula,56,56.28571429,91.09294809,91.55770803
2022/4/7,North,Afula,38,55.85714286,61.81307192,90.86056812
2022/4/8,North,Afula,41,56.71428571,66.69305128,92.25484793
2022/4/9,North,Afula,28,50.85714286,45.54647404,82.72726919
2022/4/10,North,Afula,39,46.42857143,63.4397317,75.52349012
2022/4/11,North,Afula,38,41.42857143,61.81307192,67.39019119
2022/4/12,North,Afula,35,39.28571429,56.93309255,63.90449165
2022/4/13,North,Afula,32,35.85714286,52.05311319,58.32737238
2022/4/14,North,Afula,25,34,40.66649468,55.30643277
2022/4/15,North,Afula,19,30.85714286,30.90653596,50.19407344
2022/4/16,North,Afula,11,28.42857143,17.89325766,46.24361395
2022/4/17,North,Afula,22,26,35.78651532,42.29315447
2022/4/18,North,Afula,23,23.85714286,37.41317511,38.80745493
2022/4/19,North,Afula,28,22.85714286,45.54647404,37.18079514
2022/4/20,North,Afula,19,21,30.90653596,34.15985553
2022/4/21,North,Afula,23,20.71428571,37.41317511,33.69509559
2022/4/22,North,Afula,14,20,22.77323702,32.53319575
2022/4/23,North,Afula,11,20,17.89325766,32.53319575
2022/4/24,North,Afula,29,21,47.17313383,34.15985553
2022/4/25,North,Afula,26,21.42857143,42.29315447,34.85699544
2022/4/26,North,Afula,13,19.28571429,21.14657723,31.3712959
2022/4/27,North,Afula,6,17.42857143,9.759958724,28.35035629
2022/4/28,North,Afula,13,16,21.14657723,26.0265566
2022/4/29,North,Afula,16,16.28571429,26.0265566,26.49131654
2022/4/30,North,Afula,8,15.85714286,13.0132783,25.79417663
2022/5/1,North,Afula,8,12.85714286,13.0132783,20.91419727
2022/5/2,North,Afula,19,11.85714286,30.90653596,19.28753748
2022/5/3,North,Afula,5,10.71428571,8.133298936,17.42849771
2022/5/4,North,Afula,20,12.71428571,32.53319575,20.68181729
2022/5/5,North,Afula,1,11,1.626659787,17.89325766
2022/5/6,North,Afula,15,10.85714286,24.39989681,17.66087769
2022/5/7,North,Afula,6,10.57142857,9.759958724,17.19611775
2022/5/8,North,Afula,11,11,17.89325766,17.89325766
2022/5/9,North,Afula,13,10.14285714,21.14657723,16.49897784
2022/5/10,North,Afula,9,10.71428571,14.63993809,17.42849771
2022/5/11,North,Afula,7,8.857142857,11.38661851,14.40755812
2022/5/12,North,Afula,10,10.14285714,16.26659787,16.49897784
2022/5/13,North,Afula,8,9.142857143,13.0132783,14.87231806
2022/5/14,North,Afula,3,8.714285714,4.879979362,14.17517815
2022/5/15,North,Afula,11,8.714285714,17.89325766,14.17517815
2022/5/16,North,Afula,11,8.428571429,17.89325766,13.71041821
2022/5/17,North,Afula,12,8.857142857,19.51991745,14.40755812
2022/5/18,North,Afula,8,9,13.0132783,14.63993809
2022/5/19,North,Afula,8,8.714285714,13.0132783,14.17517815
2022/5/20,North,Afula,14,9.571428571,22.77323702,15.56945796
2022/5/21,North,Afula,2,9.428571429,3.253319575,15.33707799
2022/5/22,North,Afula,9,9.142857143,14.63993809,14.87231806
2022/5/23,North,Afula,8,8.714285714,13.0132783,14.17517815
2022/5/24,North,Afula,1,7.142857143,1.626659787,11.61899848
2022/5/25,North,Afula,13,7.857142857,21.14657723,12.78089833
2022/5/26,North,Afula,10,8.142857143,16.26659787,13.24565827
2022/5/27,North,Afula,6,7,9.759958724,11.38661851
2022/5/28,North,Afula,2,7,3.253319575,11.38661851
2022/5/29,North,Afula,13,7.571428571,21.14657723,12.31613839
2022/5/30,North,Afula,18,9,29.27987617,14.63993809
2022/5/31,North,Afula,4,9.428571429,6.506639149,15.33707799
2022/6/1,North,Afula,24,11,39.03983489,17.89325766
2022/6/2,North,Afula,10,11,16.26659787,17.89325766
2022/6/3,North,Afula,13,12,21.14657723,19.51991745
2022/6/4,North,Afula,4,12.28571429,6.506639149,19.98467739
2022/6/5,North,Afula,4,11,6.506639149,17.89325766
2022/6/6,North,Afula,31,12.85714286,50.4264534,20.91419727
2022/6/7,North,Afula,21,15.28571429,34.15985553,24.86465676
2022/6/8,North,Afula,13,13.71428571,21.14657723,22.30847708
2022/6/9,North,Afula,59,20.71428571,95.97292745,33.69509559
2022/6/10,North,Afula,33,23.57142857,53.67977298,38.34269498
2022/6/11,North,Afula,10,24.42857143,16.26659787,39.73697481
2022/6/12,North,Afula,30,28.14285714,48.79979362,45.77885401
2022/6/13,North,Afula,68,33.42857143,110.6128655,54.37691289
2022/6/14,North,Afula,47,37.14285714,76.45301,60.41879209
2022/6/15,North,Afula,55,43.14285714,89.4662883,70.17875082
2022/6/16,North,Afula,76,45.57142857,123.6261438,74.1292103
2022/6/17,North,Afula,67,50.42857143,108.9862057,82.03012927
2022/6/18,North,Afula,32,53.57142857,52.05311319,87.1424886
2022/6/19,North,Afula,102,63.85714286,165.9192983,103.8738464
2022/6/20,North,Afula,107,69.42857143,174.0525972,112.9366652
2022/6/21,North,Afula,67,72.28571429,108.9862057,117.5842646
2022/6/22,North,Afula,95,78,154.5326798,126.8794634
2022/6/23,North,Afula,94,80.57142857,152.90602,131.0623029
2022/6/24,North,Afula,82,82.71428571,133.3861026,134.5480024
2022/6/25,North,Afula,49,85.14285714,79.70632958,138.4984619
2022/6/26,North,Afula,154,92.57142857,250.5056072,150.5822203
2022/6/27,North,Afula,71,87.42857143,115.4928449,142.2165414
2022/6/28,North,Afula,115,94.28571429,187.0658755,153.3707799
2022/6/29,North,Afula,152,102.4285714,247.2522877,166.6164382
2022/6/30,North,Afula,89,101.7142857,144.7727211,165.4545383
2022/7/1,North,Afula,106,105.1428571,172.4259374,171.0316576
2022/7/2,North,Afula,34,103,55.30643277,167.5459581
2022/7/3,North,Afula,145,101.7142857,235.8656692,165.4545383
2022/7/4,North,Afula,117,108.2857143,190.3191951,176.144017
2022/7/5,North,Afula,123,109.4285714,200.0791538,178.0030567
2022/7/6,North,Afula,124,105.4285714,201.7058136,171.4964175
2022/7/7,North,Afula,91,105.7142857,148.0260406,171.9611775
2022/7/8,North,Afula,82,102.2857143,133.3861026,166.3840583
2022/7/9,North,Afula,24,100.8571429,39.03983489,164.0602586
2022/7/10,North,Afula,110,95.85714286,178.9325766,155.9269596
2022/7/11,North,Afula,131,97.85714286,213.0924321,159.1802792
2022/7/12,North,Afula,59,88.71428571,95.97292745,144.3079611
2022/7/13,North,Afula,78,82.14285714,126.8794634,133.6184825
2022/7/14,North,Afula,72,79.42857143,117.1195047,129.2032631
2022/7/15,North,Afula,59,76.14285714,95.97292745,123.8585238
2022/7/16,North,Afula,30,77,48.79979362,125.2528036
2022/7/17,North,Afula,85,73.42857143,138.2660819,119.4433044
2022/7/18,North,Afula,74,65.28571429,120.3728243,106.1976461
2022/7/19,North,Afula,63,65.85714286,102.4795666,107.127166
2022/7/20,North,Afula,54,62.42857143,87.83962851,101.5500467
2022/7/21,North,Afula,44,58.42857143,71.57303064,95.04340757
2022/7/22,North,Afula,35,55,56.93309255,89.4662883
2022/7/23,North,Afula,19,53.42857143,30.90653596,86.91010864
2022/7/24,North,Afula,56,49.28571429,91.09294809,80.17108952
2022/7/25,North,Afula,53,46.28571429,86.21296872,75.29111016
2022/7/26,North,Afula,30,41.57142857,48.79979362,67.62257115
2022/7/27,North,Afula,31,38.28571429,50.4264534,62.27783186
2022/7/28,North,Afula,34,36.85714286,55.30643277,59.95403216
2022/7/29,North,Afula,25,35.42857143,40.66649468,57.63023247
2022/7/30,North,Afula,4,33.28571429,6.506639149,54.14453293
2022/7/31,North,Afula,30,29.57142857,48.79979362,48.10265371
2022/8/1,North,Afula,43,28.14285714,69.94637085,45.77885401
2022/8/2,North,Afula,18,26.42857143,29.27987617,42.99029438
2022/8/3,North,Afula,31,26.42857143,50.4264534,42.99029438
2022/8/4,North,Afula,21,24.57142857,34.15985553,39.96935477
2022/8/5,North,Afula,16,23.28571429,26.0265566,37.87793505
2022/8/6,North,Afula,12,24.42857143,19.51991745,39.73697481
2022/8/7,North,Afula,23,23.42857143,37.41317511,38.11031502
2022/8/8,North,Afula,19,20,30.90653596,32.53319575
2022/8/9,North,Afula,19,20.14285714,30.90653596,32.76557571
2022/8/10,North,Afula,11,17.28571429,17.89325766,28.11797633
2022/8/11,North,Afula,4,14.85714286,6.506639149,24.16751684
2022/8/12,North,Afula,14,14.57142857,22.77323702,23.7027569
2022/8/13,North,Afula,4,13.42857143,6.506639149,21.84371715
2022/8/14,North,Afula,16,12.42857143,26.0265566,20.21705736
2022/8/15,North,Afula,12,11.42857143,19.51991745,18.59039757
2022/8/16,North,Afula,8,9.857142857,13.0132783,16.0342179
2022/8/17,North,Afula,9,9.571428571,14.63993809,15.56945796
2022/8/18,North,Afula,8,10.14285714,13.0132783,16.49897784
2022/8/19,North,Afula,8,9.285714286,13.0132783,15.10469802
2022/8/20,North,Afula,3,9.142857143,4.879979362,14.87231806
2022/8/21,North,Afula,14,8.857142857,22.77323702,14.40755812
2022/8/22,North,Afula,10,8.571428571,16.26659787,13.94279818
2022/8/23,North,Afula,6,8.285714286,9.759958724,13.47803824
2022/8/24,North,Afula,5,7.714285714,8.133298936,12.54851836
2022/8/25,North,Afula,6,7.428571429,9.759958724,12.08375842
2022/8/26,North,Afula,6,7.142857143,9.759958724,11.61899848
2022/8/27,North,Afula,3,7.142857143,4.879979362,11.61899848
2022/8/28,North,Afula,8,6.285714286,13.0132783,10.22471866
2022/8/29,North,Afula,12,6.571428571,19.51991745,10.6894786
2022/8/30,North,Afula,7,6.714285714,11.38661851,10.92185857
2022/8/31,North,Afula,11,7.571428571,17.89325766,12.31613839
2022/9/1,North,Afula,5,7.428571429,8.133298936,12.08375842
2022/9/2,North,Afula,6,7.428571429,9.759958724,12.08375842
2022/9/3,North,Afula,5,7.714285714,8.133298936,12.54851836
2022/9/4,North,Afula,20,9.428571429,32.53319575,15.33707799
2022/9/5,North,Afula,10,9.142857143,16.26659787,14.87231806
2022/9/6,North,Afula,12,9.857142857,19.51991745,16.0342179
2022/9/7,North,Afula,11,9.857142857,17.89325766,16.0342179
2022/9/8,North,Afula,10,10.57142857,16.26659787,17.19611775
2022/9/9,North,Afula,3,10.14285714,4.879979362,16.49897784
2022/9/10,North,Afula,1,9.571428571,1.626659787,15.56945796
2022/9/11,North,Afula,9,8,14.63993809,13.0132783
2022/9/12,North,Afula,15,8.714285714,24.39989681,14.17517815
2022/9/13,North,Afula,14,9,22.77323702,14.63993809
2022/9/14,North,Afula,12,9.142857143,19.51991745,14.87231806
2022/9/15,North,Afula,10,9.142857143,16.26659787,14.87231806
2022/9/16,North,Afula,10,10.14285714,16.26659787,16.49897784
2022/9/17,North,Afula,1,10.14285714,1.626659787,16.49897784
2022/9/18,North,Afula,12,10.57142857,19.51991745,17.19611775
2022/9/19,North,Afula,17,10.85714286,27.65321638,17.66087769
2022/9/20,North,Afula,9,10.14285714,14.63993809,16.49897784
2022/9/21,North,Afula,14,10.42857143,22.77323702,16.96373778
2022/9/22,North,Afula,9,10.28571429,14.63993809,16.73135782
2022/9/23,North,Afula,6,9.714285714,9.759958724,15.80183793
2022/9/24,North,Afula,4,10.14285714,6.506639149,16.49897784
2022/9/25,North,Afula,17,10.85714286,27.65321638,17.66087769
2022/9/26,North,Afula,3,8.857142857,4.879979362,14.40755812
2022/9/27,North,Afula,3,8,4.879979362,13.0132783
2022/9/28,North,Afula,10,7.428571429,16.26659787,12.08375842
2022/9/29,North,Afula,13,8,21.14657723,13.0132783
2022/9/30,North,Afula,14,9.142857143,22.77323702,14.87231806
2022/10/1,North,Afula,0,8.571428571,0,13.94279818
2022/10/2,North,Afula,11,7.714285714,17.89325766,12.54851836
2022/10/3,North,Afula,10,8.714285714,16.26659787,14.17517815
2022/10/4,North,Afula,5,9,8.133298936,14.63993809
2022/10/5,North,Afula,0,7.571428571,0,12.31613839
2022/10/6,North,Afula,5,6.428571429,8.133298936,10.45709863
2022/10/7,North,Afula,8,5.571428571,13.0132783,9.062818814
2022/10/8,North,Afula,2,5.857142857,3.253319575,9.527578754
2022/10/9,North,Afula,7,5.285714286,11.38661851,8.598058876
2022/10/10,North,Afula,1,4,1.626659787,6.506639149
2022/10/11,North,Afula,6,4.142857143,9.759958724,6.739019119
2022/10/12,North,Afula,7,5.142857143,11.38661851,8.365678906
2022/10/13,North,Afula,2,4.714285714,3.253319575,7.668538997
2022/10/14,North,Afula,8,4.714285714,13.0132783,7.668538997
2022/10/15,North,Afula,0,4.428571429,0,7.203779059
2022/10/16,North,Afula,0,3.428571429,0,5.577119271
2022/10/17,North,Afula,1,3.428571429,1.626659787,5.577119271
2022/10/18,North,Afula,1,2.714285714,1.626659787,4.415219422
2022/10/19,North,Afula,6,2.571428571,9.759958724,4.182839452
2022/10/20,North,Afula,5,3,8.133298936,4.879979362
2022/10/21,North,Afula,7,2.857142857,11.38661851,4.647599392
2022/10/22,North,Afula,2,3.142857143,3.253319575,5.112359332
2022/10/23,North,Afula,4,3.714285714,6.506639149,6.041879209
2022/10/24,North,Afula,6,4.428571429,9.759958724,7.203779059
2022/10/25,North,Afula,7,5.285714286,11.38661851,8.598058876
2022/10/26,North,Afula,8,5.571428571,13.0132783,9.062818814
2022/10/27,North,Afula,6,5.714285714,9.759958724,9.295198784
2022/10/28,North,Afula,6,5.571428571,9.759958724,9.062818814
2022/10/29,North,Afula,0,5.285714286,0,8.598058876
2022/10/30,North,Afula,7,5.714285714,11.38661851,9.295198784
2022/10/31,North,Afula,12,6.571428571,19.51991745,10.6894786
2022/11/1,North,Afula,1,5.714285714,1.626659787,9.295198784
2022/11/2,North,Afula,7,5.571428571,11.38661851,9.062818814
2022/11/3,North,Afula,6,5.571428571,9.759958724,9.062818814
2022/11/4,North,Afula,4,5.285714286,6.506639149,8.598058876
2022/11/5,North,Afula,1,5.428571429,1.626659787,8.830438846
2022/11/6,North,Afula,7,5.428571429,11.38661851,8.830438846
2022/11/7,North,Afula,14,5.714285714,22.77323702,9.295198784
2022/11/8,North,Afula,8,6.714285714,13.0132783,10.92185857
2022/11/9,North,Afula,5,6.428571429,8.133298936,10.45709863
2022/11/10,North,Afula,5,6.285714286,8.133298936,10.22471866
2022/11/11,North,Afula,3,6.142857143,4.879979362,9.992338693
2022/11/12,North,Afula,2,6.285714286,3.253319575,10.22471866
2022/11/13,North,Afula,6,6.142857143,9.759958724,9.992338693
2022/11/14,North,Afula,18,6.714285714,29.27987617,10.92185857
2022/11/15,North,Afula,8,6.714285714,13.0132783,10.92185857
2022/11/16,North,Afula,10,7.428571429,16.26659787,12.08375842
2022/11/17,North,Afula,11,8.285714286,17.89325766,13.47803824
2022/11/18,North,Afula,7,8.857142857,11.38661851,14.40755812
2022/11/19,North,Afula,5,9.285714286,8.133298936,15.10469802
2022/11/20,North,Afula,13,10.28571429,21.14657723,16.73135782
2022/11/21,North,Afula,16,10,26.0265566,16.26659787
2022/11/22,North,Afula,13,10.71428571,21.14657723,17.42849771
2022/11/23,North,Afula,13,11.14285714,21.14657723,18.12563762
2022/11/24,North,Afula,9,10.85714286,14.63993809,17.66087769
2022/11/25,North,Afula,8,11,13.0132783,17.89325766
2022/11/26,North,Afula,4,10.85714286,6.506639149,17.66087769
2022/11/27,North,Afula,5,9.714285714,8.133298936,15.80183793
2022/11/28,North,Afula,36,12.57142857,58.55975234,20.44943732
2022/11/29,North,Afula,19,13.42857143,30.90653596,21.84371715
2022/11/30,North,Afula,17,14,27.65321638,22.77323702
2022/12/1,North,Afula,19,15.42857143,30.90653596,25.09703672
2022/12/2,North,Afula,20,17.14285714,32.53319575,27.88559635
2022/12/3,North,Afula,5,17.28571429,8.133298936,28.11797633
2022/12/4,North,Afula,21,19.57142857,34.15985553,31.83605583
2022/12/5,North,Afula,22,17.57142857,35.78651532,28.58273626
2022/12/6,North,Afula,29,19,47.17313383,30.90653596
2022/12/7,North,Afula,25,20.14285714,40.66649468,32.76557571
2022/12/8,North,Afula,10,18.85714286,16.26659787,30.67415599
2022/12/9,North,Afula,10,17.42857143,16.26659787,28.35035629
2022/12/10,North,Afula,12,18.42857143,19.51991745,29.97701608
2022/12/11,North,Afula,23,18.71428571,37.41317511,30.44177601
2022/12/12,North,Afula,34,20.42857143,55.30643277,33.23033566
2022/12/13,North,Afula,24,19.71428571,39.03983489,32.0684358
2022/12/14,North,Afula,19,18.85714286,30.90653596,30.67415599
2022/12/15,North,Afula,14,19.42857143,22.77323702,31.60367587
2022/12/16,North,Afula,13,19.85714286,21.14657723,32.30081578
2022/12/17,North,Afula,5,18.85714286,8.133298936,30.67415599
2022/12/18,North,Afula,17,18,27.65321638,29.27987617
2022/12/19,North,Afula,17,15.57142857,27.65321638,25.32941668
2022/12/20,North,Afula,17,14.57142857,27.65321638,23.7027569
2022/12/21,North,Afula,19,14.57142857,30.90653596,23.7027569
2022/12/22,North,Afula,6,13.42857143,9.759958724,21.84371715
2022/12/23,North,Afula,14,13.57142857,22.77323702,22.07609711
2022/12/24,North,Afula,7,13.85714286,11.38661851,22.54085706
2022/12/25,North,Afula,23,14.71428571,37.41317511,23.93513686
2022/12/26,North,Afula,20,15.14285714,32.53319575,24.63227677
2022/12/27,North,Afula,16,15,26.0265566,24.39989681
2022/12/28,North,Afula,13,14.14285714,21.14657723,23.00561699
2022/12/29,North,Afula,9,14.57142857,14.63993809,23.7027569
2022/12/30,North,Afula,16,14.85714286,26.0265566,24.16751684
2022/12/31,North,Afula,4,14.42857143,6.506639149,23.47037693
2023/1/1,North,Afula,6,12,9.378983965,18.75796793
2023/1/2,North,Afula,14,11.14285714,21.88429592,17.41811307
2023/1/3,North,Afula,12,10.57142857,18.75796793,16.52487651
2023/1/4,North,Afula,13,10.57142857,20.32113192,16.52487651
2023/1/5,North,Afula,11,10.85714286,17.19480394,16.9714948
2023/1/6,North,Afula,13,10.42857143,20.32113192,16.30156737
2023/1/7,North,Afula,4,10.42857143,6.252655977,16.30156737
2023/1/8,North,Afula,8,10.71428571,12.50531195,16.74818565
2023/1/9,North,Afula,15,10.85714286,23.44745991,16.9714948
2023/1/10,North,Afula,8,10.28571429,12.50531195,16.07825823
2023/1/11,North,Afula,11,10,17.19480394,15.63163994
2023/1/12,North,Afula,4,9,6.252655977,14.06847595
2023/1/13,North,Afula,1,7.285714286,1.563163994,11.38876624
2023/1/14,North,Afula,2,7,3.126327988,10.94214796
2023/1/15,North,Afula,12,7.571428571,18.75796793,11.83538453
2023/1/16,North,Afula,7,6.428571429,10.94214796,10.04891139
2023/1/17,North,Afula,10,6.714285714,15.63163994,10.49552968
2023/1/18,North,Afula,5,5.857142857,7.815819971,9.155674823
2023/1/19,North,Afula,8,6.428571429,12.50531195,10.04891139
2023/1/20,North,Afula,5,7,7.815819971,10.94214796
2023/1/21,North,Afula,2,7,3.126327988,10.94214796
2023/1/22,North,Afula,5,6,7.815819971,9.378983965
2023/1/23,North,Afula,6,5.857142857,9.378983965,9.155674823
2023/1/24,North,Afula,9,5.714285714,14.06847595,8.932365681
2023/1/25,North,Afula,3,5.428571429,4.689491983,8.485747398
2023/1/26,North,Afula,6,5.142857143,9.378983965,8.039129113
2023/1/27,North,Afula,4,5,6.252655977,7.815819971
2023/1/28,North,Afula,1,4.857142857,1.563163994,7.592510829
2023/1/29,North,Afula,8,5.285714286,12.50531195,8.262438256
2023/1/30,North,Afula,5,5.142857143,7.815819971,8.039129113
2023/1/31,North,Afula,4,4.428571429,6.252655977,6.922583404
2023/2/1,North,Afula,2,4.285714286,3.126327988,6.699274261
2023/2/2,North,Afula,0,3.428571429,0,5.359419409
